hvCathode_kv,efield_kvcm,pedestalFile,chargeFile,lightFile,goodForAnalysis,sipmBias_v,comments1,comments2,comments3,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_23_13_58_CEST.h5,20210409_231427.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_23_33_59_CEST.h5,20210409_233349.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_23_54_00_CEST.h5,20210409_235321.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_00_14_01_CEST.h5,20210410_001411.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_00_34_02_CEST.h5,20210410_003407.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_00_54_03_CEST.h5,20210410_005408.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_01_14_04_CEST.h5,20210410_011408.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_01_34_05_CEST.h5,20210410_011408.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_06_46_29_CEST.h5,20210410_064630.data,***,40+ind,stable again (coarseConfig),Switched back to +35 mV relative to algorithm set point charge threshold as of this run,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_07_06_30_CEST.h5,20210410_070812.data,***,40+ind,LDS: window changed from 256->2048 on LDS group request,LDS DAQ started with 1 min delay,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_07_26_31_CEST.h5,20210410_072634.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_07_46_32_CEST.h5,20210410_074635.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_08_06_33_CEST.h5,20210410_080630.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_08_26_34_CEST.h5,20210410_082635.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_10_08_46_35_CEST.h5,20210410_084636.data,***,40+ind,,,,
